Datetime,AAPL,GOOG,NVDA
2024-12-20 14:30:00+00:00,248.10000610351562,186.7718048095703,129.00999450683594
2024-12-20 14:31:00+00:00,248.55999755859375,187.12660217285156,129.44000244140625
2024-12-20 14:32:00+00:00,247.9600067138672,186.42999267578125,128.9600067138672
2024-12-20 14:33:00+00:00,247.4705047607422,186.86900329589844,128.88839721679688
2024-12-20 14:34:00+00:00,247.08999633789062,186.81500244140625,129.27000427246094
2024-12-20 14:35:00+00:00,246.61000061035156,186.41000366210938,129.0740966796875
2024-12-20 14:36:00+00:00,246.44000244140625,187.07000732421875,128.60000610351562
2024-12-20 14:37:00+00:00,246.9199981689453,187.05999755859375,128.95359802246094
2024-12-20 14:38:00+00:00,246.85000610351562,187.50999450683594,129.4647979736328
2024-12-20 14:39:00+00:00,247.36000061035156,188.19000244140625,129.99830627441406
2024-12-20 14:40:00+00:00,247.67999267578125,187.8800048828125,129.9199981689453
2024-12-20 14:41:00+00:00,247.4199981689453,187.91000366210938,129.61000061035156
2024-12-20 14:42:00+00:00,247.2100067138672,187.94000244140625,129.16000366210938
2024-12-20 14:43:00+00:00,246.97999572753906,187.35000610351562,129.13600158691406
2024-12-20 14:44:00+00:00,247.1999969482422,187.5699005126953,129.14500427246094
2024-12-20 14:45:00+00:00,247.26119995117188,187.61000061035156,129.31219482421875
2024-12-20 14:46:00+00:00,247.1750030517578,187.44000244140625,129.40199279785156
2024-12-20 14:47:00+00:00,246.89999389648438,187.88999938964844,129.1199951171875
2024-12-20 14:48:00+00:00,246.7899932861328,187.42999267578125,128.4398956298828
2024-12-20 14:49:00+00:00,246.99620056152344,187.2899932861328,128.55859375
2024-12-20 14:50:00+00:00,246.52999877929688,187.02000427246094,128.30999755859375
2024-12-20 14:51:00+00:00,246.72999572753906,187.1999969482422,128.69500732421875
2024-12-20 14:52:00+00:00,246.85000610351562,187.27000427246094,129.00999450683594
2024-12-20 14:53:00+00:00,247.0,187.16000366210938,129.1800994873047
2024-12-20 14:54:00+00:00,246.9600067138672,187.1300048828125,129.39999389648438
